Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burma/Myanmar,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Central African Rep,Chad,Chile,China,Colombia,Comoros,Congo,Costa Rica,Cote D'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,D R Congo,Denmark,Djibouti,Dominican Republic,East Timor,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Korea,Norway,Oman,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Togo,Trinidad/Tobago,Tunisia,Turkey,Turkmenistan,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe,Country
0.92520833,0.7610278,0.78108996,1.0261793,0.7438945,0.8077088,0.7668534,0.7967494,0.7683483,0.9421132,0.96015877,0.6697056,1.1390873,1.0200995,0.7834757,1.0502987,1.1209092,0.8467199,0.7825081,0.8855648,0.9672661,0.75274414,0.91912466,0.85859746,0.95387655,0.80601305,1.0793774,0.9703549,1.106871,0.764387,0.86813426,1.4268779,1.2581563,0.76712596,0.7593258,0.7629829,0.9719247,1.3861842,0.7649094,0.8491078,0.87592113,0.7598367,0.76966643,0.7320442,1.1381153,0.91472214,1.4248378,0.76297534,0.8263305,0.79489434,0.92682236,0.99971753,1.0374435,0.9776796,0.8726985,0.8672208,0.88922036,0.8572368,0.8151529,1.2160876,0.9013991,0.73013717,0.7612869,1.0109869,0.8031261,0.821003,0.91782373,1.3272185,0.8903828,0.8631833,0.84700644,0.8194418,0.6877776,0.74736696,0.806926,0.9521555,0.88976276,0.9360092,0.90308243,0.7893709,0.7477499,0.6963913,0.73800933,0.77841187,0.75628775,0.7149785,0.9542787,0.79529715,0.78225476,0.8521149,0.918753,0.8467412,1.0775864,1.131933,0.749833,0.99618673,0.84631854,1.1145391,0.83488035,0.8328862,0.9057818,0.8839082,0.8232024,1.0103344,0.9957663,0.8355049,0.9329228,0.9429549,0.6913431,0.9052439,1.1493268,0.6990196,0.96331334,0.775286,0.74172556,0.968064,1.0630335,0.8425312,0.7743433,0.75049794,0.8739812,0.9507431,0.77006596,0.902812,1.0525268,0.929302,0.89894605,0.7408659,0.7761317,0.84633774,0.9156565,0.8221168,0.90740806,0.7403956,0.84853286,1.1405953,0.8672469,0.87538946,0.7649472,0.8454491,0.75778085,0.9931385,1.165117,0.72737676,0.71137565,0.8396136,0.78908026,0.83578694,1.1430383,0.8672255,0.9507717,0.8397455,0.9367422,0.9838409,0.9719762,0.80305576,0.9232793,0.8595118,1.0625199,1.0337807,0.8393193,0.904994,0.9171484,0.887397,0.7663239,0.8267101,0.8002566,0.6855689,0.67095417,0.98674804,1.2253878,0.9325419,0.7622677,0.6964123,0.8814394,0.8981915,Congo
1.3088471,1.2699965,1.2369745,1.2658358,1.04238,1.1256895,1.3032404,1.3054208,1.2394868,1.222253,0.98138905,1.3432436,1.3943161,1.3809232,1.2830144,1.1381277,1.2130159,1.1376077,1.1322469,1.4190416,1.211619,1.2687782,1.1418614,1.0379559,1.1144526,1.1637491,1.1346239,1.4632105,1.1351165,1.3757597,1.1039636,1.5125623,1.3106185,1.2553293,1.2679918,1.1671419,1.1357812,1.1531986,1.5031279,1.3669472,1.1274664,0.98599356,0.99666214,1.1230279,1.2206553,1.3206367,1.5212127,0.9616342,1.3756585,1.2485244,1.2895693,1.4294668,1.190083,1.314768,1.2722911,1.3542045,1.1606103,1.168967,1.3300016,1.300362,1.2898809,1.3226187,1.291453,1.4129356,1.2201513,0.98027116,1.133899,1.5155185,1.2380327,1.1119493,1.3245265,1.1763743,1.191892,1.1578466,1.2795851,1.2236401,1.1986017,1.0854354,1.2452091,1.2398126,1.233329,1.100732,1.3577589,1.2942859,1.1241747,0.9116176,1.0769582,1.4385757,1.1790009,0.9973956,1.3938217,1.2636694,1.2620808,1.2449846,1.2823944,1.3074137,1.1104922,1.3288933,1.220037,1.0643843,1.2445902,1.3795195,1.0168595,1.1798948,1.4049718,1.2511604,1.32144,1.2643394,1.1662445,1.4151727,1.3807298,1.3737253,1.2968763,1.2488207,1.3477904,1.2163821,1.068595,1.4695276,0.7952045,1.3413827,1.3224033,1.2538395,1.0162336,1.0626459,1.1142607,1.4049349,1.0432843,1.2670468,1.1355792,1.1967583,1.107936,1.0326747,1.2168331,1.2163106,1.199003,1.4978862,1.1605426,1.5501264,1.0553668,1.0190486,1.1814431,1.3062668,1.1352513,1.5860847,1.2464303,0.8745397,1.3312011,1.2030027,1.1555866,1.086527,1.1809098,1.5845698,1.2425945,1.3716967,0.9856147,1.3313457,1.3712704,1.2097383,1.2103275,1.2764659,1.1741691,1.295319,1.2596247,1.2396678,1.3658311,1.1294644,1.39303,1.3544539,1.117085,1.098548,1.1124233,1.1125692,1.2073641,1.2944992,1.423277,1.1245247,Costa Rica
1.3310589,1.0713221,1.1749824,1.1947008,0.99873894,1.0028831,1.1701021,1.2646933,1.146303,1.1537035,1.0195075,1.0853736,1.2449142,1.2586535,1.2887701,1.0618134,1.2704293,1.0967364,0.9520735,1.2992883,1.0890912,1.1206658,1.0748739,0.9461989,1.0666517,1.0172956,1.1318918,1.3244398,1.1664997,1.1926628,1.062128,1.4490076,1.309548,1.1590606,1.1542102,1.0736885,1.0713804,1.1670986,1.1515933,1.5091951,1.057641,0.99356496,0.92872477,1.0373245,1.1358136,1.2013458,1.4389858,0.8544011,1.2056212,1.0929632,1.1441463,1.3411831,1.119933,1.1572381,1.2310504,1.2598752,1.031139,1.0566753,1.1408709,1.2488444,1.1992575,1.2298164,1.2027762,1.3618015,1.1345242,0.9646594,1.0614908,1.3904057,1.080025,1.0161656,1.2439482,1.0910474,1.0883803,1.0678756,1.0622938,1.205611,1.1140903,1.0692371,1.2094436,1.132399,1.1386694,0.9657374,1.1723744,1.2834316,1.0351428,0.9590344,1.0353727,1.2466727,1.0657961,0.9765119,1.3634938,1.1124909,1.2140336,1.2859926,1.1266443,1.1894772,1.0809559,1.2299603,1.0778445,1.0028372,1.0382944,1.2557869,0.93033767,1.1773493,1.3087331,1.193694,1.1894798,1.1429096,1.085663,1.2756966,1.3877081,1.0589999,1.1449635,1.1108938,1.1971998,1.138695,1.0525066,1.2907165,0.830761,1.239371,1.1226041,1.1820381,0.9969603,0.95572156,1.1038338,1.2901022,1.0036188,1.0836755,1.0420873,1.124939,0.9755843,0.9907083,1.1268835,1.0350423,1.085944,1.3980929,1.0898311,1.3435704,0.9778698,0.95662844,1.1126013,1.0928854,1.2683492,1.4373816,1.1013952,0.8865384,1.1984837,1.0992273,1.1545136,0.92279273,1.1052163,1.3901027,1.1623679,1.2758402,1.0713059,1.2039666,1.211764,1.0665133,1.1899353,1.1232014,1.0489953,1.2349421,1.3796633,1.1101549,1.2837547,1.01433,1.2427427,1.1686022,1.0458484,1.1086231,1.1648037,1.0141388,1.0660506,1.1241043,1.1826538,1.042495,Cote D'Ivoire
1.1546541,1.0378013,1.0657214,1.2852511,0.9625888,1.0215627,1.0990525,1.141753,1.1533425,1.0764233,1.0481409,1.0311469,1.3324016,1.2052866,1.2391053,1.1597205,1.2539835,1.1876312,1.0862161,1.2490028,1.0748057,1.0704405,1.0873972,0.9714232,1.0122428,0.9986568,1.0965476,1.3283412,1.088646,1.0527004,0.98743635,1.4760581,1.2756985,1.1027721,1.0283467,1.0137211,1.0384275,1.0961123,1.1228808,1.137747,1.3841597,1.0095556,0.95402175,1.0190657,1.2896268,1.1695141,1.4745762,0.9045309,1.1676649,1.0052232,1.1031525,1.4655524,1.1428192,1.1919351,1.237575,1.1987779,1.0849416,1.1258668,1.1313628,1.2290078,1.2144595,1.2368383,1.1585432,1.3228363,1.1383587,0.9740145,1.0465693,1.4546876,1.0977888,1.0482024,1.1480932,1.1672877,1.1276227,1.0236688,1.0486819,1.1017793,1.0917977,1.1726046,1.1524847,1.06991,1.135699,0.92368335,1.0960913,1.207565,0.97330695,1.0631695,1.0209142,1.2507071,1.1294378,1.1146587,1.3355093,1.1287385,1.2033212,1.1761806,1.1202142,1.2064552,1.0851039,1.3247714,1.0806834,1.0004458,1.0389236,1.2939987,1.1171181,1.154176,1.3245702,1.1491703,1.1882612,1.1752084,1.0737841,1.1508833,1.4021647,1.0468545,1.2091401,1.0364323,1.1566404,1.086326,1.0324047,1.2702173,0.84337926,1.2680537,1.0904902,1.1319542,0.8761018,1.0817195,1.0261594,1.4120721,1.0102823,1.0254409,1.0868115,1.0991285,1.0050455,1.0423414,1.0675787,0.93720317,1.0541425,1.3322669,1.0208765,1.3477224,1.1221857,1.090207,1.1639247,1.1176335,1.093678,1.4281225,1.0544833,0.8694672,1.1810242,1.077971,1.1015325,0.9598464,1.0404671,1.3838166,1.1544132,1.2173322,0.9793684,1.1147403,1.2651154,1.1271962,1.1243016,1.1101272,1.0457873,1.1959082,1.1637481,1.1041847,1.25721,1.0463771,1.0418336,1.090636,0.9701926,1.0519136,1.1668898,1.0221125,1.061668,0.9884498,1.2183852,1.0264758,Croatia
1.2804753,1.0809895,1.0561521,1.2730788,0.9703035,0.98161423,1.1475643,1.1717536,1.0780008,1.0948226,1.0495515,1.0238513,1.1413375,1.1738521,1.09897,1.101027,1.2182379,1.1323876,1.028201,1.2459564,1.067886,1.0997982,1.1042045,0.9761617,1.0263213,1.0026789,1.0673214,1.1890168,1.1521194,1.1296209,1.0647632,1.382929,1.2868425,1.1203138,1.0794166,1.0377749,1.0848371,1.1273321,1.014573,1.1740439,1.1267103,1.3576981,0.9491951,1.0356997,1.0635232,1.1617507,1.3684362,0.88917255,1.1907457,1.0860442,1.1323731,1.3310801,1.097722,1.2281536,1.1921406,1.1268181,1.0309134,1.0684855,1.0495824,1.244817,1.3050402,1.1576998,1.1487784,1.2521495,1.0956912,0.95472646,1.0722028,1.3339143,1.1236783,0.9952381,1.2203661,1.0656013,1.0772865,1.0502456,0.9939824,1.2052819,1.1756829,0.99465686,1.1478524,1.0690467,1.0039729,0.96778613,1.2026081,1.1955392,1.0650326,1.0355519,1.0577773,1.1697475,1.1036178,0.9713412,1.3331356,1.0586846,1.188023,1.2389656,1.1531713,1.158914,1.0988561,1.226119,1.05142,1.0032014,1.0101323,1.2106428,0.99604696,1.1685815,1.195753,1.0994076,1.1764284,1.170662,1.0932201,1.22868,1.3252167,0.9929337,1.1904151,1.0787146,1.1871604,1.0724967,1.0602742,1.1886903,0.87254006,1.261786,1.1642072,1.0698828,1.0503502,0.96911955,1.0743335,1.2812893,1.0206331,0.966016,0.9965797,1.1299665,1.0086695,0.9885452,1.0312009,0.86956996,1.0871503,1.3978637,0.979269,1.2506016,1.1149298,0.9928157,1.0617297,1.0725666,1.1951436,1.4493862,1.0343331,0.84426934,1.1334299,1.111229,1.0959812,0.99950516,0.987418,1.3172073,1.1541175,1.2679745,1.0107652,1.1570209,1.1487322,1.1506971,1.134743,1.0997453,1.086239,1.2314612,1.2311192,1.0142024,1.2145153,1.1244501,1.0323157,1.1065717,0.9887191,1.0124663,1.2590489,1.0066932,0.9915222,1.1655502,1.0570014,1.0907522,Cuba
1.356926,1.18964,1.1542194,1.1400331,1.1161277,1.0747521,1.173955,1.2203413,1.1763481,1.2252156,1.0527554,1.2464905,1.3566096,1.2617741,1.2987782,1.2291538,1.2549611,1.1395003,1.0332092,1.3311561,1.216761,1.1517242,1.2039412,1.0759996,1.0800854,1.0212843,1.1029297,1.3810097,1.1634554,1.1703867,1.0576288,1.3948919,1.332321,1.1884435,1.1103529,1.1141672,1.1532371,1.1445727,1.2167826,1.2054782,1.1682869,1.0748397,1.3504566,1.0238162,1.1179993,1.2530192,1.3822929,0.95103455,1.3362013,1.1216362,1.2047805,1.3255218,1.1420141,1.1754354,1.2113075,1.3245202,1.0266515,1.1136736,1.1854938,1.338433,1.173042,1.5101832,1.1844859,1.4042425,1.2023052,1.0262187,1.0530963,1.4155544,1.177249,1.0116018,1.240285,1.1652559,1.203773,1.1116085,1.204856,1.2396362,1.1503654,1.0945556,1.2323074,1.1579521,1.177586,1.0123818,1.277506,1.277531,1.0810299,0.8516052,1.159161,1.2688566,1.1223992,1.1047257,1.3841759,1.237747,1.303883,1.3095315,1.1795661,1.3032486,1.2188635,1.2716414,1.1135082,1.0822424,1.2215931,1.2765254,1.0624124,1.2002054,1.3412299,1.162555,1.2265012,1.1803937,1.1183465,1.2816913,1.3703738,1.1607835,1.2995349,1.1077174,1.2019005,1.0988528,1.0931146,1.3051056,0.8984499,1.2748843,1.1517386,1.2859819,1.0537759,1.0781726,1.2145412,1.3455423,1.1616882,1.1671207,1.1316751,1.1257074,1.0711226,1.0761188,1.1212112,1.0500326,1.1565279,1.4254265,1.1236631,1.377198,1.0946444,1.0882728,1.1661475,1.1863431,1.2877449,1.5314975,1.0871857,0.8669181,1.226568,1.1527953,1.1554246,1.0462841,1.1603004,1.332115,1.2608029,1.2631559,1.0618724,1.2496513,1.3218635,1.1607091,1.2340013,1.2663326,1.144227,1.2436146,1.3584398,1.2228602,1.3102548,1.2063787,1.132717,1.2072195,1.0608664,1.1613629,1.1573452,1.1173708,1.1227393,1.1191505,1.3184667,1.1905074,Cyprus
1.285345,1.152715,1.1469696,1.1763952,0.97225165,1.0328203,1.2352294,1.2012277,1.1439754,1.0941794,1.0501816,1.1406983,1.1237156,1.2864088,1.2475214,1.1515552,1.1786454,1.0699255,0.9405479,1.2346839,1.0800186,1.1564137,1.1508445,0.9763605,1.0168359,1.010996,1.072167,1.2988062,1.0855778,1.2235496,1.0124202,1.4535546,1.1879498,1.155539,1.1502736,1.0797566,1.0208575,1.0861446,1.1274341,1.2102846,1.0580012,0.9771658,0.9277653,1.4687351,1.0798538,1.189066,1.3590982,0.91681874,1.2873048,1.0531472,1.141707,1.2728467,1.068157,1.1495038,1.2668587,1.2102095,1.0131345,1.116281,1.1546155,1.1619905,1.3083222,1.2577753,1.1812122,1.41771,1.1374209,0.92589676,1.0390391,1.3119282,1.0916806,0.9653491,1.2529607,1.1046463,1.1559639,1.0424654,1.101009,1.1637738,1.171474,1.1990598,1.176484,1.1130888,1.0693054,0.9899462,1.2386038,1.1290773,1.0568974,0.9427591,1.0442097,1.2994311,1.0190829,0.9959005,1.3085656,1.085333,1.1191895,1.2028282,1.2002382,1.1863412,1.1091739,1.2092439,1.0821208,0.99420255,1.120234,1.2716109,1.0802275,1.0599488,1.1948884,1.0995061,1.2209889,1.197157,1.2082196,1.2454344,1.2303814,1.1840194,1.1635027,1.1148453,1.2481343,1.0559007,1.0269189,1.1525204,0.88800776,1.3206493,1.2336323,1.1189964,1.0103328,1.0220102,1.0503237,1.393376,1.0458264,1.0611658,1.0527545,1.1948785,1.0038887,0.9886816,1.1663597,1.0266777,1.1070552,1.353977,1.0327836,1.393497,1.1447501,1.04525,1.1058074,1.1269034,1.1752738,1.4628721,1.1148429,0.84190553,1.2291301,1.1196316,1.0466641,1.0595787,1.0528302,1.5074965,1.1698666,1.3465388,0.9886794,1.1485986,1.2436738,1.1642472,1.224529,1.166059,1.063695,1.2328917,1.1666332,1.1003221,1.2373525,1.0185376,1.1999573,1.1932921,1.1342915,1.0162747,1.1203556,1.0372043,1.0252471,1.163803,1.2059089,1.0385815,Czech Republic
0.7686953,0.78537095,0.7385316,1.0643002,0.73754615,0.77986246,0.78657925,0.80063385,0.7643467,0.9490122,0.88778925,0.6761977,0.8586928,0.9005702,0.75171196,1.040848,1.0501789,0.84429526,0.7881652,0.7896736,0.9771016,0.7771782,0.8646179,0.8351954,0.91400886,0.803454,1.1401371,0.9094312,1.126486,0.73990875,0.80382735,1.443149,1.1553117,0.7275064,0.77572477,0.75023973,0.8878997,1.1708531,0.67118335,0.826458,0.8747779,0.7243244,0.7633812,0.75580174,1.43294,0.94781613,1.4668614,0.7866163,0.9181841,0.7713818,0.90200746,0.95490676,1.1179824,0.9237335,0.89859384,0.8399757,0.81803143,0.8371197,0.7687805,1.1754129,1.028031,0.6887189,0.7761788,0.9214491,0.7864493,0.7705216,0.9059077,1.3840818,0.7886645,0.9451065,0.82351065,0.7822467,0.7229558,0.7414026,0.7391895,0.8646473,0.850718,0.9645502,0.85708976,0.7122643,0.6784209,0.7142285,0.8057694,0.675172,0.7282708,0.5531941,0.8723854,0.7765326,0.78175735,0.8725347,0.89678586,0.774948,1.0226028,1.0987697,0.76163065,0.96264946,0.8255624,1.1653217,0.80074334,0.8322159,0.8743159,0.93877023,0.8142987,0.98096526,0.91991407,0.78596264,0.8429539,0.88634014,0.7108985,0.799691,1.1335989,0.74669665,1.0783646,0.81028,0.6895473,0.8951139,1.0267142,0.8042137,0.7686034,0.7807218,0.83053046,0.85686594,0.69385016,0.8553533,1.0184456,0.93364143,0.8818577,0.7223743,0.7952396,0.89062613,0.83429056,0.8067871,0.81155926,0.6844224,0.79936236,1.059822,0.8684657,0.8892609,0.7690781,0.76523626,0.7668248,1.0585288,1.0449947,0.74122375,0.74836814,0.8865384,0.807641,0.7620535,1.0586063,0.8909484,0.9189234,0.82546407,0.88737214,0.93732244,0.8518183,0.816481,0.85429835,0.89953935,1.0508686,1.0027001,0.86555016,0.8505014,0.79576993,0.9061377,0.7625414,0.786199,0.7972313,0.64504206,0.6848847,0.92677915,1.2568139,0.92505074,0.75100464,0.7335301,0.8509896,0.9040602,D R Congo
1.2249541,1.1005675,1.0910212,1.0758808,0.9716485,1.0394557,1.1646862,1.1094825,1.0877302,1.0720248,0.9801339,1.2140846,1.3957897,1.2091702,1.1871711,1.1630964,1.2108852,1.1318355,1.0102406,1.3524892,1.0836024,1.0408652,1.0548656,1.0162776,1.050376,0.9496543,1.0693909,1.3700383,1.1154273,1.3184161,0.93913805,1.4888886,1.2923349,1.1724281,1.1056529,1.0972468,1.0659477,1.110873,1.1788703,1.0515003,1.0718504,0.94662267,0.970449,1.0053802,1.1957188,1.4148713,1.3944165,0.91829145,1.2478288,1.0383389,1.2196219,1.3581438,1.0816007,1.1905471,1.2891555,1.2920176,1.0233448,1.1449355,1.1195948,1.3112042,1.3217711,1.1735617,1.1777135,1.4203411,1.1160682,0.93880016,1.038112,1.3709987,1.2276205,1.1592532,1.3076427,1.0899731,1.0805734,1.0465746,1.2115132,1.2333142,1.1235805,1.1309675,1.1404268,1.1103544,1.0139157,1.0269401,1.3077649,1.1013343,1.0933299,0.7597549,1.0590965,1.31093,1.058034,0.9860192,1.3642473,1.1911955,1.2340686,1.1602253,1.3094939,1.2659839,1.1036602,1.3094587,1.1216538,1.0207634,1.1193012,1.1771337,1.0046672,1.0753596,1.2738402,1.0681465,1.1149807,1.11406,1.0790172,1.2034838,1.2849798,1.3015422,1.2555594,1.0979159,1.2652694,1.0364815,1.0238361,1.3860412,0.95256114,1.319128,1.1873466,1.1688732,0.9716553,1.0120757,1.0645479,1.4064972,0.968057,1.080632,1.0169712,1.2571354,0.99654865,1.003477,1.0966357,1.0442992,1.0585892,1.4344989,1.0281794,1.3919779,1.0763685,1.0490755,1.1367579,1.1947007,1.1664606,1.1556782,1.0949448,0.8759751,1.2097651,1.0720536,1.1020131,1.0520989,1.1073636,1.46587,1.210291,1.3150555,1.0024467,1.145171,1.330091,1.1166487,1.1293579,1.2049147,1.1075512,1.2587705,1.1579686,1.1702348,1.2083373,1.0346117,1.130243,1.3222514,1.043256,1.0004437,1.2601788,1.0020673,0.97522616,1.1867025,1.3695518,1.1057659,Denmark
0.55331635,0.5114888,0.49820817,0.92199063,0.5760625,0.57109624,0.5321704,0.55040026,0.4577779,0.6877375,0.74385566,0.41844487,0.61767566,0.63719314,0.5153371,0.8655072,0.8240573,0.5717362,0.6153803,0.4765636,0.8843626,0.5315078,0.7204536,0.67168576,0.7354252,0.628884,0.8714416,0.50825256,1.046485,0.5211283,0.6626476,1.3845522,1.0448604,0.541698,0.53818184,0.54828763,0.69481206,0.94019794,0.4204191,0.59077454,0.65362614,0.57549506,0.62767035,0.53642887,0.9307869,0.6539451,1.4904082,0.66983724,0.5918506,0.55011886,0.64619625,0.69624346,0.97352594,0.7452487,0.59637874,0.47939625,0.6657809,0.6033371,0.5421994,0.9724835,0.7874461,0.40614197,0.47948468,0.5407944,0.5909464,0.64482933,0.73861164,1.2920363,0.5001026,0.7240246,0.72256845,0.5866495,0.4753239,0.48983514,0.45835772,0.65692914,0.6085925,0.77674705,0.6217093,0.5170051,0.51453674,0.48341805,0.53985196,0.5299171,0.4963074,0.5056199,0.7115542,0.44978553,0.5509991,0.6987591,0.5577569,0.5104874,0.73622936,0.9879241,0.45221382,0.6409165,0.6294771,0.85471267,0.5226312,0.623133,0.73590064,0.66863334,0.6835177,0.9027222,0.6869851,0.59269935,0.6499088,0.709146,0.49470004,0.52844524,0.86783075,0.47112194,0.71860456,0.58249503,0.4233914,0.6732567,0.8756716,0.45205253,0.6415542,0.45361233,0.6707219,0.6236397,0.55035084,0.82612866,0.827458,0.5111791,0.72468215,0.4758357,0.563998,0.67817324,0.6550556,0.62347245,0.60615534,0.4758434,0.58737385,0.6622884,0.6514923,0.46572006,0.55087465,0.64956045,0.4554885,0.7739958,0.83345115,0.5018427,0.51246774,0.8865384,0.5478681,0.5952068,0.9323527,0.6109515,0.6648936,0.4820937,0.66300565,0.6642146,0.72023106,0.5203031,0.48014182,0.62292564,0.89698374,0.8362996,0.7245002,0.61033976,0.55192256,0.625759,0.5499788,0.61526555,0.53663844,0.38120756,0.55993396,0.72473663,1.1010296,0.77376336,0.5799917,0.49119022,0.52909863,0.6689294,Djibouti
1.0277678,0.75994474,0.8455537,0.90666044,0.79658496,0.909685,0.793413,0.8541661,0.7246201,0.98722523,0.9541196,0.72484505,1.153223,0.91479975,0.9668768,1.1088363,1.0414902,0.71791637,0.90196496,0.8751101,1.0567961,0.80114233,0.91002184,0.83250666,1.0635852,0.735202,0.96811974,0.8735162,0.96163255,0.89608055,0.8226994,1.2144852,1.1989609,0.86229473,0.78316134,0.8371876,0.97550595,1.0505422,0.937189,0.8121487,0.87719566,0.843541,0.8243205,0.72340333,0.90264916,0.8737998,1.2108375,1.377547,0.7512063,0.9545703,0.9315054,1.0583589,0.9782214,0.9997712,0.93209654,0.8251815,0.8852713,0.8664571,0.87123626,1.1103183,0.97691506,0.76774824,0.7448541,0.93430483,0.90178984,1.0365956,0.96281666,1.2030689,0.9360998,0.7891242,1.158663,0.87598103,0.72837263,0.7533595,0.8458473,1.0823239,0.85485744,0.8764438,0.91944927,0.8433733,0.9069422,0.69583404,0.86135435,0.95865005,0.8678413,0.6382527,0.89357567,0.8066882,0.838442,0.9417372,0.97358936,0.9258516,0.99217343,1.1786295,0.8041751,0.9177692,0.97060424,1.0653946,0.81189114,0.84652555,0.86250496,0.7703457,0.865616,0.930111,1.0943573,0.8936296,0.9077819,1.0695746,0.8208061,0.93653053,0.95942897,0.7303286,0.8135026,0.7645972,0.83252573,0.889838,1.0019616,0.8476197,0.9147961,0.7941512,0.96139663,0.9739989,0.9407912,0.9245046,0.7928779,0.77793396,0.9531843,0.7199458,0.80118906,0.94817823,0.8705602,0.8750521,0.9129018,0.6869961,0.8597048,1.117796,0.86106724,0.7347746,0.8083984,0.8723441,0.78119993,0.7720086,1.1386712,0.90070343,0.6958927,0.629493,0.84656477,0.95626575,1.0618253,0.79809564,0.9359825,0.7652836,1.0140342,0.9935173,1.0178572,0.81829154,0.8775159,0.89860135,0.9881943,1.0769777,0.8946775,0.9257136,1.0390543,0.86851,0.93410736,0.7913614,0.67404014,0.7704887,0.93779254,0.8931368,0.86730564,0.9656907,0.7796102,0.8753385,0.8622785,0.8647779,Dominican Republic
1.233267,1.0653638,1.0525582,1.0475688,0.89615035,0.9490393,1.1558622,1.1062157,1.102264,0.9619979,0.95350087,1.2876645,1.063646,1.1177374,1.1483814,0.9976785,1.0687114,0.99725324,0.90645677,1.2894366,1.010337,1.0147477,1.0330565,0.9389532,0.9719892,1.0202414,0.98372334,1.3218646,0.99018973,1.1937996,0.94150054,1.1882833,1.1684167,1.0843731,0.9910076,1.0394815,1.0365976,1.0656288,1.017793,1.0530102,0.9957018,0.9124046,0.90646577,0.9190604,0.9329094,1.1140786,1.1650705,0.83107287,1.454665,1.0066273,1.1605674,1.0387164,0.9335923,0.9518318,1.0525787,1.4289091,0.9322806,0.98617834,1.0299581,1.1767269,1.1431947,1.1948018,1.1121072,1.4433314,1.0481362,0.85000676,0.9290815,1.1984688,1.1196362,0.90073305,1.1024597,0.97677183,1.01651,1.0170878,1.2574112,1.1130359,1.1119301,0.91975075,1.064593,1.1188196,1.0725969,0.97833765,1.3152447,1.1713691,1.1045885,0.9687291,0.9486531,1.2041837,0.9370371,0.8681603,1.1638105,1.1828394,1.1380156,1.1348214,1.2089982,1.1077254,1.0630116,1.0822022,1.1037052,0.89273274,1.0777799,1.1692282,0.8628181,1.0358465,1.1329689,0.95671827,1.0583525,1.0328698,1.0217317,1.1711347,1.1702372,1.2570972,1.1266458,1.0270135,1.1734939,0.95986825,0.96457195,1.3322,0.8538295,1.272445,1.0137185,1.0976951,0.9423773,0.9021453,1.1106203,1.3242182,0.9455842,1.084167,0.8853737,1.0144137,0.8676071,0.916407,0.8522845,1.0918622,0.99773645,1.3800015,0.9520089,1.4986326,0.91206324,0.84949154,1.020882,1.1145779,1.0547379,1.3837234,1.0594783,1.0835469,1.0757047,0.95911956,1.0506444,0.95181555,1.115671,1.377401,1.0759362,1.1224005,0.9683772,1.208426,1.260995,1.0356866,1.1137583,1.0665865,1.0113525,1.1339773,1.1512105,1.114751,1.1934031,0.9175849,1.0515593,1.1918633,1.0714307,1.071203,1.2043833,0.9645393,0.9618903,1.2178969,1.2979279,1.0660936,East Timor
